lemma	new_para	clitics
läpitunkevasti	PCLE_NOPEASTI	opt
lääketieteellisesti	PCLE_TYHMÄSTI	opt
lääneittäin	PCLE_TYHMÄSTI	opt
löperösti	PCLE_TYHMÄSTI	opt
löyhästi	PCLE_TYHMÄSTI	opt
löysästi	PCLE_TYHMÄSTI	opt
maagisesti	PCLE_NOPEASTI	opt
maailmanhistoriallisesti	PCLE_NOPEASTI	opt
maailmanlaajuisesti	PCLE_NOPEASTI	opt
maalaisesti	PCLE_NOPEASTI	opt
maalaisittain	PCLE_NOPEASTI	opt
maalaismaisesti	PCLE_NOPEASTI	opt
maalauksellisesti	PCLE_NOPEASTI	opt
maantieteellisesti	PCLE_TYHMÄSTI	opt
magneettisesti	PCLE_NOPEASTI	opt
mahdikkaasti	PCLE_NOPEASTI	opt
mahdollisesti	PCLE_NOPEASTI	opt
mahdottomasti	PCLE_NOPEASTI	opt
mahtailevasti	PCLE_NOPEASTI	opt
mahtavasti	PCLE_NOPEASTI	opt
mahtipontisesti	PCLE_NOPEASTI	opt
maineikkaasti	PCLE_NOPEASTI	opt
mainittavasti	PCLE_NOPEASTI	opt
mainonnallisesti	PCLE_NOPEASTI	opt
maireasti	PCLE_NOPEASTI	opt
mairittelevasti	PCLE_NOPEASTI	opt
maittain	PCLE_NOPEASTI	opt
majesteettisesti	PCLE_NOPEASTI	opt
makeasti	PCLE_NOPEASTI	opt
maksuttomasti	PCLE_NOPEASTI	opt
mallikelpoisesti	PCLE_NOPEASTI	opt
mallikkaasti	PCLE_NOPEASTI	opt
maltillisesti	PCLE_NOPEASTI	opt
maltittomasti	PCLE_NOPEASTI	opt
malttamattomasti	PCLE_NOPEASTI	opt
maneerimaisesti	PCLE_NOPEASTI	opt
mannermaisesti	PCLE_NOPEASTI	opt
manuaalisesti	PCLE_NOPEASTI	opt
markkamääräisesti	PCLE_TYHMÄSTI	opt
masentuneesti	PCLE_NOPEASTI	opt
masokistisesti	PCLE_NOPEASTI	opt
massiivisesti	PCLE_NOPEASTI	opt
massoittain	PCLE_NOPEASTI	opt
matalamielisesti	PCLE_TYHMÄSTI	opt
matelevasti	PCLE_NOPEASTI	opt
materialistisesti	PCLE_NOPEASTI	opt
matkailullisesti	PCLE_NOPEASTI	opt
maukkaasti	PCLE_NOPEASTI	opt
mauttomasti	PCLE_NOPEASTI	opt
mehevästi	PCLE_TYHMÄSTI	opt
mehukkaasti	PCLE_NOPEASTI	opt
meikäläisittäin	PCLE_TYHMÄSTI	opt
mekaanisesti	PCLE_NOPEASTI	opt
melankolisesti	PCLE_NOPEASTI	opt
melkoisesti	PCLE_NOPEASTI	opt
melodisesti	PCLE_NOPEASTI	opt
melodramaattisesti	PCLE_NOPEASTI	opt
meluisasti	PCLE_NOPEASTI	opt
menestyksekkäästi	PCLE_TYHMÄSTI	opt
menestyksellisesti	PCLE_TYHMÄSTI	opt
mennessä	PCLE_IKINÄ	opt
mentaalisesti	PCLE_NOPEASTI	opt
merisotilaallisesti	PCLE_NOPEASTI	opt
merkillisesti	PCLE_TYHMÄSTI	opt
merkitsevästi	PCLE_TYHMÄSTI	opt
merkittävästi	PCLE_TYHMÄSTI	opt
mestarillisesti	PCLE_NOPEASTI	opt
metaforisesti	PCLE_NOPEASTI	opt
metkasti	PCLE_NOPEASTI	opt
metodisesti	PCLE_NOPEASTI	opt
metreittäin	PCLE_TYHMÄSTI	opt
metsänhoidollisesti	PCLE_NOPEASTI	opt
miedosti	PCLE_NOPEASTI	opt
miehekkäästi	PCLE_TYHMÄSTI	opt
miehevästi	PCLE_TYHMÄSTI	opt
miehuullisesti	PCLE_NOPEASTI	opt
mielekkäästi	PCLE_TYHMÄSTI	opt
mielenkiinnottomasti	PCLE_NOPEASTI	opt
mielenkiintoisesti	PCLE_NOPEASTI	opt
mielenosoituksellisesti	PCLE_NOPEASTI	opt
mielenterveydellisesti	PCLE_TYHMÄSTI	opt
mielettömästi	PCLE_TYHMÄSTI	opt
mielevästi	PCLE_TYHMÄSTI	opt
mielikuvituksekkaasti	PCLE_NOPEASTI	opt
mielipuolisesti	PCLE_NOPEASTI	opt
-mielisesti	PCLE_TYHMÄSTI	opt
mielivaltaisesti	PCLE_NOPEASTI	opt
miellyttävästi	PCLE_TYHMÄSTI	opt
mieluisasti	PCLE_NOPEASTI	opt
mieluisesti	PCLE_NOPEASTI	opt
mieluusti	PCLE_NOPEASTI	opt
mieskohtaisesti	PCLE_NOPEASTI	opt
mieslukuisesti	PCLE_NOPEASTI	opt
miesmäisesti	PCLE_TYHMÄSTI	opt
mietteliäästi	PCLE_TYHMÄSTI	opt
miettiväisesti	PCLE_TYHMÄSTI	opt
miimisesti	PCLE_TYHMÄSTI	opt
mikroskooppisesti	PCLE_NOPEASTI	opt
miljoonittain	PCLE_NOPEASTI	opt
minuuteittain	PCLE_NOPEASTI	opt
mittaamattomasti	PCLE_NOPEASTI	opt
modernisti	PCLE_NOPEASTI	opt
moitittavasti	PCLE_NOPEASTI	opt
moitteettomasti	PCLE_NOPEASTI	opt
moittivasti	PCLE_NOPEASTI	opt
molemminpuolisesti	PCLE_NOPEASTI	opt
monasti	PCLE_NOPEASTI	opt
monesti	PCLE_NOPEASTI	opt
monilukuisesti	PCLE_NOPEASTI	opt
monimielisesti	PCLE_NOPEASTI	opt
moninkertaisesti	PCLE_NOPEASTI	opt
monipuolisesti	PCLE_NOPEASTI	opt
monisanaisesti	PCLE_NOPEASTI	opt
monisatakertaisesti	PCLE_NOPEASTI	opt
monituhatkertaisesti	PCLE_NOPEASTI	opt
monotonisesti	PCLE_NOPEASTI	opt
monumentaalisesti	PCLE_NOPEASTI	opt
moraalisesti	PCLE_NOPEASTI	opt
moraalittomasti	PCLE_NOPEASTI	opt
moukkamaisesti	PCLE_NOPEASTI	opt
muhkeasti	PCLE_NOPEASTI	opt
muikeasti	PCLE_NOPEASTI	opt
mukaansatempaavasti	PCLE_NOPEASTI	opt
mukaisesti	PCLE_NOPEASTI	opt
mukavasti	PCLE_NOPEASTI	opt
mukiinmenevästi	PCLE_TYHMÄSTI	opt
mullistavasti	PCLE_NOPEASTI	opt
muodikkaasti	PCLE_NOPEASTI	opt
muodinmukaisesti	PCLE_NOPEASTI	opt
muodollisesti	PCLE_NOPEASTI	opt
muodossa	PCLE_KOTONA	opt
murhaavasti	PCLE_NOPEASTI	opt
murheellisesti	PCLE_NOPEASTI	opt
murskaavasti	PCLE_NOPEASTI	opt
murteellisesti	PCLE_NOPEASTI	opt
murteittain	PCLE_NOPEASTI	opt
musiikillisesti	PCLE_NOPEASTI	opt
musikaalisesti	PCLE_NOPEASTI	opt
mustasukkaisesti	PCLE_NOPEASTI	opt
mutkattomasti	PCLE_NOPEASTI	opt
mutkikkaasti	PCLE_NOPEASTI	opt
mutta	PCLE_KOTONA	opt
muukalaisittain	PCLE_NOPEASTI	opt
muuten	PCLE_VALTAAN	opt
muutoin	PCLE_VALTAAN	opt
myrkyllisesti	PCLE_TYHMÄSTI	opt
myrskyisästi	PCLE_TYHMÄSTI	opt
mystisesti	PCLE_TYHMÄSTI	opt
myönteisesti	PCLE_TYHMÄSTI	opt
myöntyvästi	PCLE_TYHMÄSTI	opt
myöntävästi	PCLE_TYHMÄSTI	opt
myöten	PCLE_NÄKYVIIN	opt
myötäisesti	PCLE_TYHMÄSTI	opt
myötämielisesti	PCLE_TYHMÄSTI	opt
myötätuntoisesti	PCLE_NOPEASTI	opt
määräilevästi	PCLE_TYHMÄSTI	opt
määräisesti	PCLE_TYHMÄSTI	opt
määrällisesti	PCLE_TYHMÄSTI	opt
määrätietoisesti	PCLE_NOPEASTI	opt
määrättömästi	PCLE_TYHMÄSTI	opt
määräävästi	PCLE_TYHMÄSTI	opt
naftisti	PCLE_NOPEASTI	opt
naiivisti	PCLE_NOPEASTI	opt
naisellisesti	PCLE_NOPEASTI	opt
naismaisesti	PCLE_NOPEASTI	opt
napakasti	PCLE_NOPEASTI	opt
narrimaisesti	PCLE_NOPEASTI	opt
narsistisesti	PCLE_NOPEASTI	opt
nasevasti	PCLE_NOPEASTI	opt
naurettavasti	PCLE_NOPEASTI	opt
nautinnollisesti	PCLE_NOPEASTI	opt
nautittavasti	PCLE_NOPEASTI	opt
navakasti	PCLE_NOPEASTI	opt
negatiivisesti	PCLE_NOPEASTI	opt
neitseellisesti	PCLE_TYHMÄSTI	opt
nelikätisesti	PCLE_TYHMÄSTI	opt
nelinkertaisesti	PCLE_NOPEASTI	opt
nelittäin	PCLE_TYHMÄSTI	opt
neliäänisesti	PCLE_TYHMÄSTI	opt
neliöittäin	PCLE_TYHMÄSTI	opt
neliömetreittäin	PCLE_TYHMÄSTI	opt
neljännesvuosittain	PCLE_NOPEASTI	opt
neljästi	PCLE_TYHMÄSTI	opt
nenäkkäästi	PCLE_TYHMÄSTI	opt
nerokkaasti	PCLE_NOPEASTI	opt
neutraalisti	PCLE_NOPEASTI	opt
neuvokkaasti	PCLE_NOPEASTI	opt
nidoksittain	PCLE_NOPEASTI	opt
nihkeästi	PCLE_TYHMÄSTI	opt
niin sanotusti	PCLE_NOPEASTI	opt
niinikään	PCLE_NÄKYVIIN	opt
nimellisesti	PCLE_TYHMÄSTI	opt
nimenomaisesti	PCLE_NOPEASTI	opt
nimittäin	PCLE_TYHMÄSTI	opt
nipinnapin	PCLE_VALTAAN	opt
nipuittain	PCLE_NOPEASTI	opt
nirsosti	PCLE_NOPEASTI	opt
niukasti	PCLE_NOPEASTI	opt
niukkasanaisesti	PCLE_NOPEASTI	opt
nokittain	PCLE_NOPEASTI	opt
nokkavasti	PCLE_NOPEASTI	opt
nokkelasti	PCLE_NOPEASTI	opt
nolosti	PCLE_NOPEASTI	opt
nopeasti	PCLE_NOPEASTI	opt
nopsasti	PCLE_NOPEASTI	opt
normaalisti	PCLE_NOPEASTI	opt
nostalgisesti	PCLE_NOPEASTI	opt
notkeasti	PCLE_NOPEASTI	opt
nousukasmaisesti	PCLE_NOPEASTI	opt
nuhteettomasti	PCLE_NOPEASTI	opt
nuivasti	PCLE_NOPEASTI	opt
numerollisesti	PCLE_NOPEASTI	opt
nuorekkaasti	PCLE_NOPEASTI	opt
nurinkurisesti	PCLE_NOPEASTI	opt
nurjamielisesti	PCLE_TYHMÄSTI	opt
nurjasti	PCLE_NOPEASTI	opt
nurkittain	PCLE_NOPEASTI	opt
nuukasti	PCLE_NOPEASTI	opt
nykyaikaisesti	PCLE_NOPEASTI	opt
nykäyksittäin	PCLE_TYHMÄSTI	opt
nyreästi	PCLE_TYHMÄSTI	opt
nyrpeästi	PCLE_TYHMÄSTI	opt
näennäisesti	PCLE_TYHMÄSTI	opt
nähden	PCLE_NÄHDEN	opt
nähtävästi	PCLE_TYHMÄSTI	opt
näinollen	PCLE_VALTAAN	opt
näkymättömästi	PCLE_TYHMÄSTI	opt
näkyvästi	PCLE_TYHMÄSTI	opt
näppärästi	PCLE_TYHMÄSTI	opt
näpsäkästi	PCLE_TYHMÄSTI	opt
näpsästi	PCLE_TYHMÄSTI	opt
näpäkästi	PCLE_TYHMÄSTI	opt
nätisti	PCLE_TYHMÄSTI	opt
nöyrästi	PCLE_TYHMÄSTI	opt
objektiivisesti	PCLE_NOPEASTI	opt
odotetusti	PCLE_NOPEASTI	opt
odottamattomasti	PCLE_NOPEASTI	opt
odotuksenmukaisesti	PCLE_NOPEASTI	opt
odotuksenvastaisesti	PCLE_NOPEASTI	opt
ohimenevästi	PCLE_TYHMÄSTI	opt
ohjelmallisesti	PCLE_NOPEASTI	opt
ohraisesti	PCLE_NOPEASTI	opt
ohuesti	PCLE_NOPEASTI	opt
oikea-aikaisesti	PCLE_NOPEASTI	opt
oikeamielisesti	PCLE_TYHMÄSTI	opt
oikeaoppisesti	PCLE_NOPEASTI	opt
oikeasti	PCLE_NOPEASTI	opt
oikeestaan	PCLE_VALTAAN	opt
oikein	PCLE_VALTAAN	opt
oikeudellisesti	PCLE_NOPEASTI	opt
oikeudenmukaisesti	PCLE_NOPEASTI	opt
oikeudenvastaisesti	PCLE_NOPEASTI	opt
oikeudettomasti	PCLE_NOPEASTI	opt
oikeutetusti	PCLE_NOPEASTI	opt
oikukkaasti	PCLE_NOPEASTI	opt
oikullisesti	PCLE_NOPEASTI	opt
oivallisesti	PCLE_NOPEASTI	opt
olennaisesti	PCLE_NOPEASTI	opt
oletettavasti	PCLE_NOPEASTI	opt
oma-aloitteisesti	PCLE_NOPEASTI	opt
omaehtoisesti	PCLE_NOPEASTI	opt
omahyväisesti	PCLE_TYHMÄSTI	opt
-omaisesti	PCLE_NOPEASTI	opt
omakohtaisesti	PCLE_NOPEASTI	opt
omakätisesti	PCLE_TYHMÄSTI	opt
omalaatuisesti	PCLE_NOPEASTI	opt
omaperäisesti	PCLE_TYHMÄSTI	opt
omapäisesti	PCLE_TYHMÄSTI	opt
omatoimisesti	PCLE_NOPEASTI	opt
omavaltaisesti	PCLE_NOPEASTI	opt
omavastuisesti	PCLE_NOPEASTI	opt
ominaisesti	PCLE_NOPEASTI	opt
omintakeisesti	PCLE_NOPEASTI	opt
omistushaluisesti	PCLE_NOPEASTI	opt
omituisesti	PCLE_NOPEASTI	opt
ongelmallisesti	PCLE_NOPEASTI	opt
onnekkaasti	PCLE_NOPEASTI	opt
onnellisesti	PCLE_NOPEASTI	opt
onnettomasti	PCLE_NOPEASTI	opt
onnistuneesti	PCLE_NOPEASTI	opt
ontosti	PCLE_NOPEASTI	opt
operatiivisesti	PCLE_NOPEASTI	opt
opettavaisesti	PCLE_NOPEASTI	opt
opettavasti	PCLE_NOPEASTI	opt
opillisesti	PCLE_NOPEASTI	opt
oppineesti	PCLE_NOPEASTI	opt
optimistisesti	PCLE_NOPEASTI	opt
optisesti	PCLE_NOPEASTI	opt
oraakkelimaisesti	PCLE_NOPEASTI	opt
orgaanisesti	PCLE_NOPEASTI	opt
orjallisesti	PCLE_NOPEASTI	opt
orjamaisesti	PCLE_NOPEASTI	opt
osaaottavasti	PCLE_NOPEASTI	opt
osapäivätoimisesti	PCLE_NOPEASTI	opt
osittain	PCLE_NOPEASTI	opt
osuvasti	PCLE_NOPEASTI	opt
otaksuttavasti	PCLE_NOPEASTI	opt
otollisesti	PCLE_NOPEASTI	opt
oudosti	PCLE_NOPEASTI	opt
ovelasti	PCLE_NOPEASTI	opt
paatoksellisesti	PCLE_NOPEASTI	opt
pahanilkisesti	PCLE_TYHMÄSTI	opt
pahankurisesti	PCLE_NOPEASTI	opt
pahanlaisesti	PCLE_NOPEASTI	opt
pahanpäiväisesti	PCLE_TYHMÄSTI	opt
pahansuovasti	PCLE_NOPEASTI	opt
pahantuulisesti	PCLE_NOPEASTI	opt
pahasti	PCLE_NOPEASTI	opt
paheellisesti	PCLE_NOPEASTI	opt
pahuksesti	PCLE_NOPEASTI	opt
paikallisesti	PCLE_NOPEASTI	opt
paikkakunnittain	PCLE_NOPEASTI	opt
paikoittain	PCLE_NOPEASTI	opt
painavasti	PCLE_NOPEASTI	opt
-painoisesti	PCLE_NOPEASTI	opt
painokkaasti	PCLE_NOPEASTI	opt
-painotteisesti	PCLE_NOPEASTI	opt
paitsi	PCLE_VUOKSI	opt
pakanasti	PCLE_NOPEASTI	opt
pakottomasti	PCLE_NOPEASTI	opt
paksusti	PCLE_NOPEASTI	opt
palkattomasti	PCLE_NOPEASTI	opt
paloittain	PCLE_NOPEASTI	opt
palstoittain	PCLE_NOPEASTI	opt
palvovasti	PCLE_NOPEASTI	opt
papillisesti	PCLE_NOPEASTI	opt
paradoksaalisesti	PCLE_NOPEASTI	opt
parantumattomasti	PCLE_NOPEASTI	opt
pareittain	PCLE_NOPEASTI	opt
parittain	PCLE_NOPEASTI	opt
parlamentaarisesti	PCLE_NOPEASTI	opt
parodisesti	PCLE_NOPEASTI	opt
parvittain	PCLE_NOPEASTI	opt
pasifistisesti	PCLE_NOPEASTI	opt
passiivisesti	PCLE_NOPEASTI	opt
pateettisesti	PCLE_NOPEASTI	opt
pedagogisesti	PCLE_NOPEASTI	opt
pedanttisesti	PCLE_NOPEASTI	opt
peevelisti	PCLE_TYHMÄSTI	opt
pehmeästi	PCLE_TYHMÄSTI	opt
peijakkaasti	PCLE_NOPEASTI	opt
peitellysti	PCLE_TYHMÄSTI	opt
peitetysti	PCLE_TYHMÄSTI	opt
pelkurimaisesti	PCLE_NOPEASTI	opt
pelkästään	PCLE_NÄKYVIIN	opt
pelokkaasti	PCLE_NOPEASTI	opt
pelottavasti	PCLE_NOPEASTI	opt
pelottomasti	PCLE_NOPEASTI	opt
penikkamaisesti	PCLE_NOPEASTI	opt
pensasmaisesti	PCLE_NOPEASTI	opt
penseästi	PCLE_TYHMÄSTI	opt
penteleesti	PCLE_TYHMÄSTI	opt
pentumaisesti	PCLE_NOPEASTI	opt
perhanasti	PCLE_NOPEASTI	opt
perheittäin	PCLE_TYHMÄSTI	opt
perinnäisesti	PCLE_TYHMÄSTI	opt
perinpohjaisesti	PCLE_NOPEASTI	opt
perinteellisesti	PCLE_TYHMÄSTI	opt
perinteisesti	PCLE_TYHMÄSTI	opt
periodeittain	PCLE_NOPEASTI	opt
periodisesti	PCLE_NOPEASTI	opt
perkeleesti	PCLE_TYHMÄSTI	opt
persoonallisesti	PCLE_NOPEASTI	opt
persoonattomasti	PCLE_NOPEASTI	opt
perusteella	PCLE_KOTONA	opt
perusteellisesti	PCLE_NOPEASTI	opt
perusteettomasti	PCLE_NOPEASTI	opt
perustuen	PCLE_VALTAAN	opt
perustuslaillisesti	PCLE_NOPEASTI	opt
peruuttamattomasti	PCLE_NOPEASTI	opt
peräkkäisesti	PCLE_TYHMÄSTI	opt
perättäin	PCLE_TYHMÄSTI	opt
perättäisesti	PCLE_TYHMÄSTI	opt
perättömästi	PCLE_TYHMÄSTI	opt
peräänantamattomasti	PCLE_NOPEASTI	opt
pessimistisesti	PCLE_TYHMÄSTI	opt
petoksellisesti	PCLE_NOPEASTI	opt
petollisesti	PCLE_NOPEASTI	opt
petomaisesti	PCLE_NOPEASTI	opt
pettämättömästi	PCLE_TYHMÄSTI	opt
pidäkkeettömästi	PCLE_TYHMÄSTI	opt
pidättyväisesti	PCLE_TYHMÄSTI	opt
pidättyvästi	PCLE_TYHMÄSTI	opt
pieteettisesti	PCLE_TYHMÄSTI	opt
piikikkäästi	PCLE_TYHMÄSTI	opt
piilotajuisesti	PCLE_NOPEASTI	opt
piinallisesti	PCLE_NOPEASTI	opt
piireittäin	PCLE_TYHMÄSTI	opt
piittaamattomasti	PCLE_NOPEASTI	opt
pikaisesti	PCLE_NOPEASTI	opt
pikantisti	PCLE_NOPEASTI	opt
pikkumaisesti	PCLE_NOPEASTI	opt
pikkutarkasti	PCLE_NOPEASTI	opt
pikkuvanhasti	PCLE_NOPEASTI	opt
pilkallisesti	PCLE_NOPEASTI	opt
pimeästi	PCLE_TYHMÄSTI	opt
pinkoittain	PCLE_NOPEASTI	opt
pinnallisesti	PCLE_NOPEASTI	opt
pintapuolisesti	PCLE_NOPEASTI	opt
pirullisesti	PCLE_NOPEASTI	opt
pirusti	PCLE_NOPEASTI	opt
pisteliäästi	PCLE_TYHMÄSTI	opt
pitkittäin	PCLE_TYHMÄSTI	opt
pitkäjännitteisesti	PCLE_TYHMÄSTI	opt
pitkäjänteisesti	PCLE_TYHMÄSTI	opt
pitkämielisesti	PCLE_TYHMÄSTI	opt
pitkäpiimäisesti	PCLE_TYHMÄSTI	opt
pitkästi	PCLE_TYHMÄSTI	opt
pitkästyttävästi	PCLE_TYHMÄSTI	opt
pitkäveteisesti	PCLE_TYHMÄSTI	opt
piukasti	PCLE_NOPEASTI	opt
plastisesti	PCLE_NOPEASTI	opt
pneumaattisesti	PCLE_NOPEASTI	opt
-pohjaisesti	PCLE_NOPEASTI	opt
pohjalaisittain	PCLE_NOPEASTI	opt
pohjattomasti	PCLE_NOPEASTI	opt
poikamaisesti	PCLE_NOPEASTI	opt
poikittain	PCLE_NOPEASTI	opt
poikkeavasti	PCLE_NOPEASTI	opt
poikkeuksellisesti	PCLE_NOPEASTI	opt
poleemisesti	PCLE_NOPEASTI	opt
poliittisesti	PCLE_NOPEASTI	opt
polikliinisesti	PCLE_TYHMÄSTI	opt
poljennollisesti	PCLE_NOPEASTI	opt
pomminvarmasti	PCLE_NOPEASTI	opt
ponnekkaasti	PCLE_NOPEASTI	opt
pontevasti	PCLE_NOPEASTI	opt
porrasteisesti	PCLE_NOPEASTI	opt
porsasmaisesti	PCLE_NOPEASTI	opt
portaattomasti	PCLE_NOPEASTI	opt
portaittain	PCLE_NOPEASTI	opt
porvarillisesti	PCLE_NOPEASTI	opt
positiivisesti	PCLE_NOPEASTI	opt
poskettomasti	PCLE_NOPEASTI	opt
potentiaalisesti	PCLE_NOPEASTI	opt
pottumaisesti	PCLE_NOPEASTI	opt
pragmaattisesti	PCLE_NOPEASTI	opt
prameasti	PCLE_NOPEASTI	opt
primaarisesti	PCLE_NOPEASTI	opt
primaaristi	PCLE_NOPEASTI	opt
primitiivisesti	PCLE_TYHMÄSTI	opt
privaatisti	PCLE_NOPEASTI	opt
problemaattisesti	PCLE_NOPEASTI	opt
profeetallisesti	PCLE_NOPEASTI	opt
profylaktisesti	PCLE_NOPEASTI	opt
progressiivisesti	PCLE_NOPEASTI	opt
proosallisesti	PCLE_NOPEASTI	opt
prosenttisesti	PCLE_NOPEASTI	opt
prosentuaalisesti	PCLE_NOPEASTI	opt
provokatiivisesti	PCLE_NOPEASTI	opt
provokatorisesti	PCLE_NOPEASTI	opt
psykologisesti	PCLE_NOPEASTI	opt
psykoottisesti	PCLE_NOPEASTI	opt
psyykkisesti	PCLE_TYHMÄSTI	opt
puhtaasti	PCLE_NOPEASTI	opt
puisevasti	PCLE_NOPEASTI	opt
puitteissa	PCLE_KOTONA	opt
pulloittain	PCLE_NOPEASTI	opt
pulskasti	PCLE_NOPEASTI	opt
puoleensavetävästi	PCLE_TYHMÄSTI	opt
-puoleisesti	PCLE_NOPEASTI	opt
puoliautomaattisesti	PCLE_NOPEASTI	opt
puolihuolimattomasti	PCLE_NOPEASTI	opt
puolikuukausittain	PCLE_NOPEASTI	opt
puolinaisesti	PCLE_NOPEASTI	opt
puolittain	PCLE_NOPEASTI	opt
puolitunneittain	PCLE_NOPEASTI	opt
puolivillaisesti	PCLE_NOPEASTI	opt
puolivirallisesti	PCLE_NOPEASTI	opt
puolivuosittain	PCLE_NOPEASTI	opt
puolueellisesti	PCLE_NOPEASTI	opt
puolueettomasti	PCLE_NOPEASTI	opt
puolueittain	PCLE_NOPEASTI	opt
puolustuksellisesti	PCLE_NOPEASTI	opt
purevasti	PCLE_NOPEASTI	opt
puristeisesti	PCLE_NOPEASTI	opt
puristisesti	PCLE_NOPEASTI	opt
puritaanisesti	PCLE_NOPEASTI	opt
pusseittain	PCLE_NOPEASTI	opt
puuhakkaasti	PCLE_NOPEASTI	opt
puuskittain	PCLE_NOPEASTI	opt
puuskittaisesti	PCLE_NOPEASTI	opt
puutteellisesti	PCLE_NOPEASTI	opt
pyhästi	PCLE_TYHMÄSTI	opt
pykälittäin	PCLE_TYHMÄSTI	opt
pystysuorasti	PCLE_NOPEASTI	opt
pysyväisesti	PCLE_TYHMÄSTI	opt
pyyteettömästi	PCLE_TYHMÄSTI	opt
pyöreästi	PCLE_TYHMÄSTI	opt
päin	PCLE_NÄKYVIIN	opt
päittäin	PCLE_TYHMÄSTI	opt
päivittäin	PCLE_TYHMÄSTI	opt
päiväkirurgisesti	PCLE_NOPEASTI	opt
päivänselvästi	PCLE_TYHMÄSTI	opt
pälvittäin	PCLE_TYHMÄSTI	opt
pätkittäin	PCLE_TYHMÄSTI	opt
pääasiallisesti	PCLE_NOPEASTI	opt
päädyittäin	PCLE_TYHMÄSTI	opt
pääkaupunkilaisittain	PCLE_NOPEASTI	opt
pääkohdittain	PCLE_NOPEASTI	opt
päällettäin	PCLE_TYHMÄSTI	opt
päämäärättömästi	PCLE_TYHMÄSTI	opt
pääpiirteisesti	PCLE_TYHMÄSTI	opt
pääpiirteittäin	PCLE_TYHMÄSTI	opt
pääsääntöisesti	PCLE_TYHMÄSTI	opt
päättäväisesti	PCLE_TYHMÄSTI	opt
päättävästi	PCLE_TYHMÄSTI	opt
päättömästi	PCLE_TYHMÄSTI	opt
pöllösti	PCLE_TYHMÄSTI	opt
pöyhkeästi	PCLE_TYHMÄSTI	opt
raa’asti	PCLE_NOPEASTI	opt
radikaalisesti	PCLE_NOPEASTI	opt
radikaalisti	PCLE_NOPEASTI	opt
radioaktiivisesti	PCLE_NOPEASTI	opt
raflaavasti	PCLE_NOPEASTI	opt
rahallisesti	PCLE_NOPEASTI	opt
rahtivapaasti	PCLE_NOPEASTI	opt
rahvaanomaisesti	PCLE_NOPEASTI	opt
raihnaisesti	PCLE_NOPEASTI	opt
railakkaasti	PCLE_NOPEASTI	opt
raisusti	PCLE_NOPEASTI	opt
raittiisti	PCLE_NOPEASTI	opt
raivoisasti	PCLE_NOPEASTI	opt
raivokkaasti	PCLE_NOPEASTI	opt
rajallisesti	PCLE_NOPEASTI	opt
rajattomasti	PCLE_NOPEASTI	opt
rajoitetusti	PCLE_NOPEASTI	opt
rajusti	PCLE_NOPEASTI	opt
rakastettavasti	PCLE_NOPEASTI	opt
rakenteellisesti	PCLE_NOPEASTI	opt
rankasti	PCLE_NOPEASTI	opt
rasistisesti	PCLE_NOPEASTI	opt
rasittavasti	PCLE_NOPEASTI	opt
raskaasti	PCLE_NOPEASTI	opt
rationaalisesti	PCLE_NOPEASTI	opt
ratkaisevasti	PCLE_NOPEASTI	opt
rattoisasti	PCLE_NOPEASTI	opt
rauhallisesti	PCLE_NOPEASTI	opt
rauhattomasti	PCLE_NOPEASTI	opt
raukeasti	PCLE_NOPEASTI	opt
raukkamaisesti	PCLE_NOPEASTI	opt
rautaisesti	PCLE_NOPEASTI	opt
ravakasti	PCLE_NOPEASTI	opt
ravinto-opillisesti	PCLE_NOPEASTI	opt
reaaliaikaisesti	PCLE_NOPEASTI	opt
realistisesti	PCLE_NOPEASTI	opt
reflektorisesti	PCLE_NOPEASTI	opt
rehdisti	PCLE_TYHMÄSTI	opt
rehellisesti	PCLE_TYHMÄSTI	opt
rehevästi	PCLE_TYHMÄSTI	opt
rehvakkaasti	PCLE_NOPEASTI	opt
reilusti	PCLE_NOPEASTI	opt
reippaasti	PCLE_NOPEASTI	opt
remakasti	PCLE_NOPEASTI	opt
rempseästi	PCLE_TYHMÄSTI	opt
rennosti	PCLE_NOPEASTI	opt
repäisevästi	PCLE_TYHMÄSTI	opt
resitatiivisesti	PCLE_NOPEASTI	opt
reteästi	PCLE_TYHMÄSTI	opt
retorisesti	PCLE_NOPEASTI	opt
riehakkaasti	PCLE_NOPEASTI	opt
riemuisasti	PCLE_NOPEASTI	opt
riemukkaasti	PCLE_NOPEASTI	opt
riettaasti	PCLE_NOPEASTI	opt
rigoristisesti	PCLE_NOPEASTI	opt
riipaisevasti	PCLE_NOPEASTI	opt
riippumattomasti	PCLE_NOPEASTI	opt
riitaisesti	PCLE_NOPEASTI	opt
riittoisasti	PCLE_NOPEASTI	opt
riittämättömästi	PCLE_TYHMÄSTI	opt
riittävästi	PCLE_TYHMÄSTI	opt
riivatusti	PCLE_NOPEASTI	opt
rikkaasti	PCLE_NOPEASTI	opt
rikkiviisaasti	PCLE_NOPEASTI	opt
rikollisesti	PCLE_NOPEASTI	opt
rinnakkaisesti	PCLE_NOPEASTI	opt
ripeästi	PCLE_TYHMÄSTI	opt
ristikkäisesti	PCLE_TYHMÄSTI	opt
ritarillisesti	PCLE_NOPEASTI	opt
riuskasti	PCLE_NOPEASTI	opt
rivakasti	PCLE_NOPEASTI	opt
riveittäin	PCLE_TYHMÄSTI	opt
